codpro;Provincia;departamentos;codmun;Municipio;IPU;grupo;clase;Bogotá, D.C.;Medellín;Barranquilla;Cali;Cúcuta;Cartagena;Manizales;Pereira;Bucaramanga;Armenia;Santa Marta;Villavicencio;Ibagué;Sincelejo;Mosquera;San Andrés;Valledupar;Zipaquirá;Montería;Sabanalarga;Neiva;Pasto;Girardot;Tuluá;Cartago;Tunja;Buenaventura;Sogamoso;Barrancabermeja;Fusagasugá;Popayán;Rionegro;Magangué;Aguachica;Florencia;Chiquinquirá;Yopal;Riohacha;La Dorada;Campo de La Cruz;Sevilla;Apartadó;Fonseca;El Carmen de Bolívar;Quibdó;Mariquita;Ocaña;Pamplona;Caucasia;Santander de Quilichao;Arauca;Lorica;Fundación;Bosconia;Montelíbano;Plato;Melgar;La Jagua de Ibirico;Anserma;San Gil;Juan de Acosta;Ipiales;Pitalito;Sahagún;Santiago de Tolú;Saravena;Villa de San Diego de Ubate;Puerto Boyacá;El Banco;Leticia;San Andrés de Tumaco;Providencia;Garzón;Andes;Granada;Puerto Asís;Líbano;Yarumal;Segovia;Aguadas;Tierralta;Mompós;Jericó;Mocoa;Pivijay;Riosucio;La Plata;San Marcos;Socorro;Villeta;Guamo;La Mesa;Málaga;Istmina;San Pablo;Garagoa;Barbosa;Manzanares;Sonsón;Chocontá;Moniquirá;Urrao;San Rafael;Santafé de Antioquia;Puerto Carreño;Belén de Umbría;Chaparral;Paz de Ariporo;Chinácota;Guaduas;Tibú;San José del Guaviare;Puerto Gaitán;La Unión;Pacho;Soatá;Túquerres;San Martín de Loba;San Vicente del Caguán;Caqueza;Cimitarra;Majagual;San Bernardo del Viento;Olaya Herrera;Miraflores;Barranca de Upía;Belén;Muzo;Barbacoas;Guasca;Patía;Ramiriquí;Guapi;Dabeiba;Riosucio;Salazar;Puerto Rondón;Bahía Solano;San Juan de Río Seco;Inírida;Achí;El Cocuy;Manaure;Silvia;Bajo Baudó;Curillo;Mitú;Leguízamo;Labranzagrande;La Primavera
1110;Cordilleranos;Quindio, Valle del Cauca;76736;Sevilla;47,18692173;Intermedia;Periurbana;;;;36,1;;;25,4;25,1;;24,3;;;19,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5,4;;6,1;;;;;;;;;;;;;;;;;;;;;;;;;;;13,2;;;;;13,8;;;;;;;;;;;;;;;19,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;34;;;;;;
91;Urabá Norte;Antioquia;5045;Apartadó;46,75101307;Intermedia;Alejada;;;;;;;;;;;;;;18,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4,9;;;;;;;;;7,1;7,7;;;;;;;;;;;;;;;;12,1;;;;;;;13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23,4;;;;;;;;;;;26,9;28;;;;;;;;;;;;;;;
880;Sur;La Guajira;44279;Fonseca;45,51880823;Intermedia;Alejada;;;;;;;;;;;23,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3,6;3,6;;3,7;;4;;;;;;;;;;;7,5;;;;;;;;;;;;;11;;;11,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;32;;;;;;;
230;Montes de María;Bolívar, Sucre;13244;El Carmen de Bolívar;45,4312188;Intermedia;Periurbana;;;45,8;;;30,6;;;;;23,5;;;20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3,5;3,5;3,5;3,6;;3,9;;;5,1;;;5,8;6,3;;;;7,5;;;;;;;;;;;;10,8;10,9;;;11,3;;;11,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;21,9;22,1;;;;;;;;;;;;;;;;;;30,4;;;;;;;;;
540;Atrato;Chocó;27001;Quibdó;45,21318087;Intermedia;Alejada;;;;;;;;27,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8,5;;;;;;;;;10,8;;;;;;;;;;;12,8;;;;;;;;;;16,3;;17,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1290;Norte;Tolima;73443;Mariquita;44,94592396;Intermedia;Cercana a Urbana;55,1;47,2;;;;;27,6;27,3;;26,5;;;21,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3,2;;3,9;;;;;;;;6;6,7;;;;;;;;;9,4;;;;;;;;;11;;;;11,5;11,5;11,6;;;;;;14,2;;15,2;;;16;;;16,9;17;;;17,7;;;;;19,4;;;;;20,6;20,8;;;;;;;24,7;;24,8;;;;;;;;;28,7;;;;;;;;;;;
1050;Occidente;Norte de Santander;54498;Ocaña;44,55297816;Intermedia;Alejada;;;;;33,6;;;;27,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2,6;2,6;;;;3;;;;;;;;;;;6,6;;;;;;;;;;;;;10;;;;;;;;;;;;;;;;;;;;;;;;;;;17;;17,5;;;;;;;;;;20,4;;;;;;;;;;;;;;;26;;;;;;;;;;;;;;
1070;Suroccidente;Norte de Santander;54518;Pamplona;44,47692182;Intermedia;Periurbana;;;;;33,7;;;;27,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11,6;;;;;;;;;;;;;;;;17;;17,5;;;;;19;;;;;;;;;;;;;;;;;;;;26;;;;;;;;;;;;;;
20;Bajo Cauca;Antioquia;5154;Caucasia;44,01646741;Intermedia;Cercana a Urbana;;;;;;;;;;;;;;21,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2,1;2,2;;;;;;;;4,4;4,9;;;;;;;;;;;;;9;9,2;;9,4;9,5;;;;;;10,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20,5;20,7;;;;;;;;;;;;;;;;;;28,9;;;;;;;;;
460;Norte;Cauca;19698;Santander de Quilichao;43,20594276;Intermedia;Perimetropolitana;;;;40,1;;;29,3;29,1;;28,2;;;23,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2,2;;;;;;;;;;;;;;;;;;;;;;;;;;;9,2;9,3;;;;;;;;;;;;;;;;;;;15,2;;;;;;;;;;;;;;;;;;;;;;;;;23,2;;;;;;;;;;;;;30;;;;;;
111;Río Arauca;Arauca;81001;Arauca;42,57808077;Intermedia;Alejada;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25,6;;;;;;;;;;;;;
600;Bajo Sinú;Córdoba ;23417;Lorica;42,29484801;Intermedia;Periurbana;;;48,9;;;33,8;;;;;;;;23,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,3;0,4;0,5;;;;;2;;;2,6;3,2;;;;4,3;;;;;;;;;;;;7,7;7,7;;;;;;8,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;18,8;19;;;;;;;;;;;;;;;;;;27,2;;;;;;;;;
900;Norte;Magdalena;47288;Fundación;41,96383708;Rural;Periurbana;;;49,3;;;34,1;;;;;26,9;;;23,5;;;22;;;18,4;;;;;;;;;;;;;10;9,4;;;;6,5;;6,4;;;3,6;3,5;;;2,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
510;Noroccidente;Cesar;20060;Bosconia;41,95745659;Rural;Cercana a Urbana;;;49,3;;;34,1;;;;;26,9;;;23,5;;;22;;;18,4;;;;;;;;;;;;;10;9,4;;;;6,5;;6,4;;;3,6;3,5;;;2,6;;;;;0,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
640;San Jorge;Córdoba ;23466;Montelíbano;41,89640569;Rural;Cercana a Urbana;;;;;;34,2;;;;;;;;23,5;;;;;18,5;;;;;;;;;;;;;;10,1;;;;;;;6,4;;4,9;;3,5;;;;;2,1;;;0,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
890;Centro;Magdalena;47555;Plato;41,79101311;Rural;Cercana a Urbana;;;49,4;;;34,3;;;;;27,1;;;23,7;;;22,1;;18,6;18,5;;;;;;;;;;;;;10,2;9,6;;;;;;6,5;;;3,7;3,6;;;;;2,2;;;0,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1300;Oriente;Tolima;73449;Melgar;41,78193039;Rural;Periurbana;58,2;;;;;;30,8;30,5;;29,7;;25,9;25,1;;22,3;;;18,6;;;18,5;;17;15,8;15,2;15,1;;13,7;;11,8;;;;;;8,3;;;6,6;;5,4;;;;;3,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
500;Centro;Cesar;20400;La Jagua de Ibirico;41,5389533;Rural;Cercana a Intermedia;;;49,7;;;;;;30,3;;27,3;;;23,9;;;22,4;;;18,8;;;;;;;;;12,8;;;;10,4;9,8;;;;7;;6,8;;;4;3,9;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
390;Bajo Occidente;Caldas;17042;Anserma;41,04157924;Rural;Periurbana;;51,1;;42,2;;;31,5;31,2;;30,4;;;25,8;;;;;;;;;;17,7;16,6;15,9;;15,7;;;;;11;;;;;;;7,3;;6,1;;;;;3,9;;;;2,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1200;Guanentá;Santander;68679;San Gil;40,8095916;Rural;Cercana a Urbana;;;;;;;;;31;;;;;;;;;19,6;;;;;;;;16,1;;14,6;13,5;;;;;;;9,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
160;Occidente;Atlántico;8372;Juan de Acosta;40,2898659;Rural;Perimetropolitana;;;50,9;;;35,8;;;;;28,6;;;25,2;;;23,6;;20,1;20,1;;;;;;;;;;;;;11,7;;;;;8,2;;8;;;;5,1;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1020;Sur;Nariño;52356;Ipiales;39,97357182;Rural;Cercana a Intermedia;;;;;;;;;;;;;;;;;;;;;;19,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
860;Sur;Huila;41551;Pitalito;39,68197943;Rural;Cercana a Intermedia;;;;;;;;;;;;;;;;;;;;;20,6;;;;;;;;;;13,4;;;;11,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
630;Sabanas;Córdoba ;23660;Sahagún;39,64664456;Rural;Periurbana;;;51,6;;;36,4;;;;;;;;25,8;;;;;20,7;20,7;;;;;;;;;;;;;12,3;;;;;;;8,7;;7,1;;5,8;;;;;4,4;;;2,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1260;Morrosquillo;Sucre;70820;Santiago de Tolú;39,09280479;Rural;Periurbana;;;52,1;;;37;;;;;29,8;;;26,4;;;;;21,3;21,2;;;;;;;;;;;;;12,9;;;;;;;9,2;;7,7;;6,3;;;;;4,9;;;3,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
112;Occidente;Boyacá, Arauca;81736;Saravena;39,09074353;Rural;Cercana a Intermedia;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10,1;;;;;;;;;;;;;;3,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
800;Ubaté;Cundinamarca;25843;Villa de San Diego de Ubate;38,98228644;Rural;Perimetropolitana;61;;;;;;;;;;;28,7;27,9;;25,1;;;21,4;;;;;19,8;;;17,9;;16,5;;14,6;;;;;;11,1;;;9,4;;;;;;;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30;Magdalena Medio;Antioquia, Boyacá;15572;Puerto Boyacá;38,26354798;Rural;Cercana a Intermedia;61,7;53,8;;;;;34,3;;33,5;;;;28,6;;25,8;;;22,1;;;;;20,5;;;;;;16;15,3;;13,8;;13,1;;11,8;;;10,1;;;;;;;6,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
930;Sur;Magdalena;47245;El Banco;37,97555895;Rural;Cercana a Intermedia;;;;;;;;;33,8;;30,9;;;27,5;;;25,9;;;;;;;;;;;;16,3;;;;14;13,4;;;;;;10,3;;;7,5;7,5;;;6,6;;;;;4,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;Leticia;Amazonas;91001;Leticia;37,8097941;Rural;Aislada;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1001;Tumaco;Nariño;52835;San Andrés de Tumaco;37,77267187;Rural;Alejada;;;;;;;;;;;;;;;;;;;;;;22,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
122;Providencia;Archipiélago de San Andrés;88564;Providencia;37,61776443;Rural;Insular;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
830;Centro;Huila;41298;Garzón;37,25643087;Rural;Cercana a Intermedia;;;;;;;;;;;;;29,6;;;;;;;;23;;21,5;;;;;;;;15,9;;;;13,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
80;Suroeste;Antioquia;5034;Andes;36,74951917;Rural;Cercana a Metropolitana;;55,4;;;;;35,8;35,5;;34,7;;;;;;;;;;;;;;;20,2;;;;;;;15,3;;;;;;;;;;;;;8,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
940;Ariari;Meta;50313;Granada;36,67164851;Rural;Periurbana;63,3;;;;;;;;;;;31;;;27,4;;;23,7;;;;;;;;;;;;16,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1092;Orito Ingi Ande;Putumayo;86568;Puerto Asís;36,0273916;Rural;Alejada;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1340;Nevados;Tolima;73411;Líbano;35,58685412;Rural;Cercana a Urbana;64,4;;;;;;37;36,7;;35,9;;;31,3;;28,5;;;24,8;;;24,7;;23,2;;;;;;;18;;;;;;;;;12,8;;;;;;;9,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50;Norte;Antioquia;5887;Yarumal;34,96817435;Rural;Cercana a Metropolitana;;57,1;;;;;;;;;;;;;;;;;25,4;;;;;;;;;;;;;17,1;;;;;;;;;;;;;;;;;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
40;Nordeste;Antioquia;5736;Segovia;34,83513307;Rural;Cercana a Metropolitana;;57,3;;;;;;;;;;;;;;;;;25,5;;;;;;;;;;;;;17,2;;;;;;;;;;;;;;;;;9,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
410;Norte;Caldas;17013;Aguadas;34,68237653;Rural;Cercana a Metropolitana;;57,4;;;;;37,9;37,6;;36,8;;;;;;;;;;;;;;;22,3;;;;;;;17,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
590;Alto Sinú;Córdoba ;23807;Tierralta;34,61143444;Rural;Cercana a Urbana;;;;;;41,4;;;;;;;;30,8;;;;;25,7;;;;;;;;;;;;;;17,3;;;;;;;13,7;;12,1;;10,8;;;;;9,4;;;7,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
180;Depresión Momposina;Bolívar;13468;Mompós;34,55780829;Rural;Cercana a Urbana;;;;;;41,5;;;;;34,3;;;30,9;;;29,4;;25,8;25,8;;;;;;;;;19,7;;;;17,4;16,8;;;;;;13,8;;;11;10,9;;;10;;9,5;;;7,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
82;Cartama;Antioquia;5368;Jericó;34,42695065;Rural;Cercana a Metropolitana;;57,7;;;;;38,1;37,9;;37;;;;;;;;;;;;;;23,2;22,5;;;;;;;17,6;;;;;;;;;;;;;10,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1091;Piedemonte;Putumayo;86001;Mocoa;34,30783348;Rural;Alejada;;;;;;;;;;;;;;;;;;;;;;25,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
910;Río;Magdalena;47551;Pivijay;34,1278488;Rural;Cercana a Metropolitana;;;57,1;;;41,9;;;;;34,8;;;31,3;;;29,8;;;26,2;;;;;;;;;;;;;17,8;17,2;;;;14,4;;14,2;;;11,4;11,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
370;Alto Occidente;Caldas;17614;Riosucio;33,95987041;Rural;Cercana a Urbana;;58,1;;49,3;;;38,6;38,3;;37,5;;;32,9;;;;;;;;;;;23,6;23;;22,7;;;;;18,1;;;;;;;;;13,2;;;;;11;;;;9,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
850;Occidente;Huila;41396;La Plata;33,94176428;Rural;Cercana a Intermedia;;;;;;;;;;;;;32,9;;;;;;;;26,3;;24,8;;;;;;;;19,2;;;;16,8;;;;;;;;;;;;;;;9,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1280;San Jorge;Sucre;70708;San Marcos;33,78447995;Rural;Periurbana;;;;;;42,3;;;;;;;;31,7;;;;;26,6;26,6;;;;;;;;;;;;;18,2;;;;;;;14,5;;13;;11,6;;;;;10,2;;;8,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1180;Comunera;Santander;68755;Socorro;33,59835818;Rural;Cercana a Urbana;66,4;;;;;;;;38,2;;;;;;;;;26,8;;;;;;;;23,3;;21,8;20,7;;;;;;;16,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
690;Gualivá;Cundinamarca;25875;Villeta;33,42196326;Rural;Cercana a Metropolitana;66,6;;;;;;39,1;;;;;34,2;33,5;;30,6;;;27;;;;;25,3;;;23,4;;22;20,9;20,2;;;;;;16,7;;;14,9;;;;;;;11,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1330;Suroriente;Tolima;73319;Guamo;33,4195557;Rural;Periurbana;66,6;;;;;;39,1;38,9;;38;;34,2;33,5;;30,6;;;27;;;26,8;;25,3;24,2;23,5;23,4;;;;20,2;;;;;;;;;15;;13,8;;;;;11,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
790;Tequendama;Cundinamarca;25386;La Mesa;33,38426775;Rural;Perimetropolitana;66,6;;;;;;;38,9;;38,1;;34,3;33,5;;30,7;;;27;;;26,9;;25,4;;;23,5;;22,1;;20,2;;;;;;16,7;;;15;;;;;;;11,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1190;García Rovira;Santander;68432;Málaga;32,8295113;Rural;Cercana a Urbana;;;;;45,3;;;;39;;;;;;;;;;;;;;;;;24;;22,6;;;;;;;;;;;;;;;;;;;;11,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
